Work,KL1,KD0,KD2,CL1,CD0,CD2_theta,(L/D)_max,AOA_max (deg),CL,CD,Wing Area (S),Span (b),Chord (c)
Synth_368,306.9451265854233,4.347698638996128,370.19850549165466,2.4556,0.0348,2.9616,3.83,6.21,0.2661,0.0696,0.0301,0.425,0.071
Synth_369,195.20247003512304,4.452552182858267,557.2670240591382,1.5616,0.0356,4.4581,1.96,5.12,0.1396,0.0712,0.0573,0.586,0.098
Synth_370,179.03822217665046,3.810227950855342,530.3957922005352,1.4323,0.0305,4.2432,1.99,4.86,0.1214,0.061,0.0659,0.629,0.105
Synth_371,258.311388730628,6.054812943690349,251.7299966945135,2.0665,0.0484,2.0138,3.31,8.89,0.3205,0.0969,0.025,0.387,0.065
Synth_372,146.9647653702904,6.007315100233185,444.0694555248363,1.1757,0.0481,3.5526,1.42,6.66,0.1367,0.0961,0.0585,0.592,0.099
Synth_373,250.356776894726,4.259918187245704,580.7768661642832,2.0029,0.0341,4.6462,2.52,4.91,0.1715,0.0682,0.0466,0.529,0.088
Synth_374,319.7265552309999,1.6428075391832233,437.8619388290956,2.5578,0.0131,3.5029,5.96,3.51,0.1567,0.0263,0.0511,0.554,0.092
Synth_375,292.1725298545913,1.744760944214704,551.4408923175494,2.3374,0.014,4.4115,4.71,3.22,0.1315,0.0279,0.0608,0.604,0.101
Synth_376,157.26363582623998,4.702281113460456,185.2951516761216,1.2581,0.0376,1.4824,2.66,9.13,0.2004,0.0752,0.0399,0.489,0.082
Synth_377,259.8878012827294,1.9203967886975095,345.00194430497515,2.0791,0.0154,2.76,5.05,4.27,0.1551,0.0307,0.0516,0.556,0.093
Synth_378,296.644486602886,2.821493734435246,330.93554190715525,2.3732,0.0226,2.6475,4.85,5.29,0.2191,0.0451,0.0365,0.468,0.078
Synth_379,235.3961159375178,2.7914648167177,362.69031585790367,1.8832,0.0223,2.9015,3.7,5.03,0.1652,0.0447,0.0484,0.539,0.09
Synth_380,123.13140118816077,1.772096021423499,167.6302123948186,0.9851,0.0142,1.341,3.57,5.89,0.1013,0.0284,0.079,0.688,0.115
Synth_381,304.3872688421545,3.154429443372792,328.2751451540038,2.4351,0.0252,2.6262,4.73,5.62,0.2387,0.0505,0.0335,0.448,0.075
Synth_382,127.27066644245583,1.99627621305437,541.0157641563737,1.0182,0.016,4.3281,1.94,3.48,0.0618,0.0319,0.1293,0.881,0.147
Synth_383,119.33466609683644,4.553796008974557,451.8630779644272,0.9547,0.0364,3.6149,1.32,5.75,0.0958,0.0729,0.0835,0.708,0.118
Synth_384,182.84727079536003,2.054276222137881,106.42966520174534,1.4628,0.0164,0.8514,6.18,7.96,0.2032,0.0329,0.0394,0.486,0.081
Synth_385,304.3422553336608,5.708513573843966,94.82831575983636,2.4347,0.0457,0.7586,6.54,14.06,0.5974,0.0913,0.0134,0.283,0.047
Synth_386,319.8719312177458,5.088591214074006,312.8239693153854,2.559,0.0407,2.5026,4.01,7.31,0.3264,0.0814,0.0245,0.383,0.064
Synth_387,267.1215080358055,3.90139216404101,135.21487403850384,2.137,0.0312,1.0817,5.82,9.73,0.363,0.0624,0.022,0.364,0.061
Synth_388,166.00039955965644,3.015989944429626,435.828452733971,1.328,0.0241,3.4866,2.29,4.77,0.1105,0.0483,0.0724,0.659,0.11
Synth_389,140.6985905003105,5.676910048370839,270.61207347668926,1.1256,0.0454,2.1649,1.79,8.3,0.163,0.0908,0.0491,0.543,0.09
Synth_390,150.19166653747712,3.5849099597686127,308.32492635261974,1.2015,0.0287,2.4666,2.26,6.18,0.1296,0.0574,0.0617,0.609,0.101
Synth_391,297.4714893131846,3.755377039437344,537.9478972984253,2.3798,0.03,4.3036,3.31,4.79,0.1988,0.0601,0.0402,0.491,0.082
Synth_392,143.3552485133353,2.5465459466985183,311.8947694906348,1.1468,0.0204,2.4952,2.54,5.18,0.1036,0.0407,0.0772,0.681,0.113
Synth_393,124.07464102598206,4.275256547734785,94.65147949404036,0.9926,0.0342,0.7572,3.08,12.18,0.211,0.0684,0.0379,0.477,0.08
Synth_394,142.03401755360102,6.131737318845096,347.127775764781,1.1363,0.0491,2.777,1.54,7.61,0.151,0.0981,0.053,0.564,0.094
Synth_395,213.16130970867613,4.556680315052737,176.2759902722,1.7053,0.0365,1.4102,3.76,9.21,0.2742,0.0729,0.0292,0.418,0.07
Synth_396,208.79346985145548,6.188753496058594,452.5799286072366,1.6703,0.0495,3.6206,1.97,6.7,0.1953,0.099,0.041,0.496,0.083
Synth_397,97.70403208325386,6.257646941904474,452.1110172936153,0.7816,0.0501,3.6169,0.92,6.74,0.092,0.1001,0.087,0.722,0.12
Synth_398,84.41368353274436,5.92658795934321,243.8053152760192,0.6753,0.0474,1.9504,1.11,8.93,0.1053,0.0948,0.076,0.675,0.113
Synth_399,180.5103426681713,3.2978577185238818,140.40394086208852,1.4441,0.0264,1.1232,4.19,8.78,0.2213,0.0528,0.0361,0.466,0.078
Synth_400,131.9245637782012,4.80803845781382,580.5925551851917,1.0554,0.0385,4.6447,1.25,5.21,0.096,0.0769,0.0833,0.707,0.118
Synth_401,161.64606170399247,3.191527675576133,152.92628754482337,1.2932,0.0255,1.2234,3.66,8.28,0.1868,0.0511,0.0428,0.507,0.084
Synth_402,146.23389058778574,3.082022612909251,467.0961751477569,1.1699,0.0247,3.7368,1.93,4.65,0.095,0.0493,0.0842,0.711,0.118
Synth_403,193.7020824515958,3.270457572503584,351.4267333802933,1.5496,0.0262,2.8114,2.86,5.53,0.1495,0.0523,0.0535,0.567,0.094
Synth_404,87.45364502000976,6.300563516543574,331.7613040787887,0.6996,0.0504,2.6541,0.96,7.9,0.0964,0.1008,0.083,0.706,0.118
Synth_405,278.5647817124698,2.504193011845889,383.6566854784019,2.2285,0.02,3.0693,4.49,4.63,0.18,0.0401,0.0444,0.516,0.086
Synth_406,291.90788375821444,2.039139450082174,170.29300346861,2.3353,0.0163,1.3623,7.83,6.27,0.2555,0.0326,0.0313,0.433,0.072
Synth_407,282.116228038032,3.7386018745913407,537.1870801056382,2.2569,0.0299,4.2975,3.15,4.78,0.1883,0.0598,0.0425,0.505,0.084
Synth_408,299.94795059177886,5.120405798098693,558.1644285394351,2.3996,0.041,4.4653,2.81,5.49,0.2298,0.0819,0.0348,0.457,0.076
Synth_409,120.07062894181402,2.908415024537906,587.4638817390176,0.9606,0.0233,4.6997,1.45,4.03,0.0676,0.0465,0.1184,0.843,0.14
Synth_410,241.16060077599624,1.81039784009238,384.9410674734999,1.9293,0.0145,3.0795,4.57,3.93,0.1323,0.029,0.0605,0.602,0.1
Synth_411,286.41377532231775,3.878014855126669,260.81958279992625,2.2913,0.031,2.0866,4.5,6.99,0.2794,0.062,0.0286,0.414,0.069
Synth_412,215.54872918211524,6.278151909831271,61.70013179033633,1.7244,0.0502,0.4936,5.48,18.28,0.5501,0.1005,0.0145,0.295,0.049
Synth_413,274.675175719322,6.343476408684521,142.0105484445623,2.1974,0.0507,1.1361,4.58,12.11,0.4644,0.1015,0.0172,0.321,0.054
Synth_414,199.4156950283365,2.3180568391102416,455.8508999854601,1.5953,0.0185,3.6468,3.07,4.09,0.1138,0.0371,0.0703,0.65,0.108
Synth_415,309.82572460434665,2.907289843381964,485.44986628392166,2.4786,0.0233,3.8836,4.12,4.43,0.1918,0.0465,0.0417,0.5,0.083
Synth_416,129.96118047793215,4.608844628234068,252.22077795810583,1.0397,0.0369,2.0178,1.91,7.75,0.1405,0.0737,0.0569,0.584,0.097
Synth_417,278.6807657849836,3.636501575216338,193.21725056069025,2.2294,0.0291,1.5457,5.26,7.86,0.3059,0.0582,0.0262,0.396,0.066
Synth_418,227.9503008917413,2.4494838153351526,209.1682524905587,1.8236,0.0196,1.6733,5.04,6.2,0.1973,0.0392,0.0405,0.493,0.082
Synth_419,289.3313883243988,5.687265466717892,289.82459601231574,2.3147,0.0455,2.3186,3.56,8.03,0.3242,0.091,0.0247,0.385,0.064
Synth_420,217.5825697773582,2.413059522432968,390.6199342852186,1.7407,0.0193,3.125,3.54,4.5,0.1368,0.0386,0.0585,0.592,0.099
Synth_421,164.27928504734507,5.780035489496704,469.5990881247278,1.3142,0.0462,3.7568,1.58,6.36,0.1458,0.0925,0.0549,0.574,0.096
Synth_422,105.273097915226,6.091440309353036,318.9059356198312,0.8422,0.0487,2.5512,1.19,7.92,0.1164,0.0975,0.0687,0.642,0.107
Synth_423,115.3203522267365,1.7464621325028182,249.20064879911857,0.9226,0.014,1.9936,2.76,4.8,0.0772,0.0279,0.1036,0.788,0.131
Synth_424,133.6020471156486,1.9610635398048124,427.8489359486255,1.0688,0.0157,3.4228,2.31,3.88,0.0724,0.0314,0.1106,0.814,0.136
Synth_425,183.02963087340964,6.108345608165664,210.78909559580407,1.4642,0.0489,1.6863,2.55,9.75,0.2493,0.0977,0.0321,0.439,0.073
Synth_426,225.04017533623087,5.32241442861706,268.3914766043496,1.8003,0.0426,2.1471,2.98,8.07,0.2535,0.0852,0.0316,0.435,0.073
Synth_427,141.5443264645447,4.289517879705311,219.2766477123417,1.1324,0.0343,1.7542,2.31,8.01,0.1584,0.0686,0.0505,0.551,0.092
Synth_428,117.66806165972324,4.96275571887592,454.5965627882589,0.9413,0.0397,3.6368,1.24,5.99,0.0984,0.0794,0.0813,0.699,0.116
Synth_429,133.07029737858605,4.200910726359904,80.4463713104029,1.0646,0.0336,0.6436,3.62,13.09,0.2433,0.0672,0.0329,0.444,0.074
Synth_430,259.86675320624227,4.237820742364615,200.866636191071,2.0789,0.0339,1.6069,4.45,8.32,0.302,0.0678,0.0265,0.399,0.066
Synth_431,116.85378665521078,2.817996432563273,544.459709969291,0.9348,0.0225,4.3557,1.49,4.12,0.0673,0.0451,0.119,0.845,0.141
Synth_432,299.3518356484419,4.51615686707515,494.6299378865558,2.3948,0.0361,3.957,3.17,5.47,0.2288,0.0723,0.035,0.458,0.076
Synth_433,271.4292582219823,3.581143084782332,487.01377690229793,2.1714,0.0286,3.8961,3.25,4.91,0.1862,0.0573,0.043,0.508,0.085
Synth_434,171.9071421674801,2.3965737104589886,417.879810070258,1.3753,0.0192,3.343,2.72,4.34,0.1041,0.0383,0.0768,0.679,0.113
Synth_435,116.4266476594332,1.7365874823947425,526.8062449976828,0.9314,0.0139,4.2144,1.92,3.29,0.0535,0.0278,0.1496,0.947,0.158
Synth_436,136.6232785799814,5.9116346682952114,50.5517869705487,1.093,0.0473,0.4044,3.95,19.59,0.3738,0.0946,0.0214,0.358,0.06
Synth_437,97.792553736392,4.238012252339706,174.41994727236877,0.7823,0.0339,1.3954,1.8,8.93,0.1219,0.0678,0.0656,0.627,0.105
Synth_438,157.02392763640063,6.443291758661294,338.5167889530712,1.2562,0.0515,2.7081,1.68,7.9,0.1733,0.1031,0.0462,0.526,0.088
Synth_439,182.1889848781098,1.647168138039469,314.3132924451756,1.4575,0.0132,2.5145,4.0,4.15,0.1055,0.0264,0.0758,0.674,0.112
Synth_440,206.26992241244287,5.9816916561206135,523.2229142974908,1.6502,0.0479,4.1858,1.84,6.13,0.1764,0.0957,0.0453,0.522,0.087
Synth_441,154.92301490985847,2.5877300877544664,255.24479642206597,1.2394,0.0207,2.042,3.01,5.77,0.1248,0.0414,0.0641,0.62,0.103
Synth_442,195.84829128035844,1.565479985099219,283.01414774239913,1.5668,0.0125,2.2641,4.65,4.26,0.1165,0.025,0.0687,0.642,0.107
Synth_443,310.54319230233205,2.9897133664615314,528.8258054518496,2.4843,0.0239,4.2306,3.9,4.31,0.1868,0.0478,0.0428,0.507,0.084
Synth_444,80.37969573111333,1.5857757083345096,217.84524962293045,0.643,0.0127,1.7428,2.16,4.89,0.0549,0.0254,0.1458,0.935,0.156
Synth_445,135.82740634367974,3.4377189984160736,562.5589657767111,1.0866,0.0275,4.5005,1.54,4.48,0.0849,0.055,0.0942,0.752,0.125
Synth_446,300.9678657285199,2.877870940598906,210.01659951527944,2.4077,0.023,1.6801,6.12,6.71,0.2819,0.046,0.0284,0.413,0.069
Synth_447,306.9417314559353,2.4830014430652296,71.73209253966863,2.4555,0.0199,0.5739,11.5,10.66,0.4569,0.0397,0.0175,0.324,0.054
Synth_448,290.9015187679039,1.792135326273143,308.21965625512115,2.3272,0.0143,2.4658,6.19,4.37,0.1775,0.0287,0.0451,0.52,0.087
Synth_449,107.56679605971031,3.1388808378017474,455.6157316439077,0.8605,0.0251,3.6449,1.42,4.76,0.0714,0.0502,0.112,0.82,0.137
Synth_450,232.39486459276665,5.243171190876999,527.5895384385692,1.8592,0.0419,4.2207,2.21,5.71,0.1853,0.0839,0.0432,0.509,0.085
Synth_451,271.1643635320112,1.76465571261076,280.90337340853773,2.1693,0.0141,2.2472,6.09,4.54,0.1719,0.0282,0.0465,0.528,0.088
Synth_452,153.24817545221242,2.676767358444612,66.94233339289848,1.226,0.0214,0.5355,5.72,11.46,0.2452,0.0428,0.0326,0.442,0.074
Synth_453,117.4121440420258,3.444333211182104,194.7472055819597,0.9393,0.0276,1.558,2.27,7.62,0.1249,0.0551,0.064,0.62,0.103
Synth_454,302.4447461718983,4.476569605321497,355.25525030219035,2.4196,0.0358,2.842,3.79,6.43,0.2716,0.0716,0.0295,0.42,0.07
Synth_455,156.6117630015031,3.0251307617820613,57.35028417070552,1.2529,0.0242,0.4588,5.95,13.16,0.2878,0.0484,0.0278,0.408,0.068
Synth_456,298.64737789611604,3.129168153870985,454.416792733412,2.3892,0.025,3.6353,3.96,4.75,0.1983,0.0501,0.0404,0.492,0.082
Synth_457,219.07683130407625,5.087947138509472,150.85768725499008,1.7526,0.0407,1.2069,3.95,10.52,0.3219,0.0814,0.0249,0.386,0.064
Synth_458,294.75615114469747,2.798953742181304,483.1858496747417,2.358,0.0224,3.8655,4.01,4.36,0.1795,0.0448,0.0446,0.517,0.086
Synth_459,190.085726055343,2.227223586539167,63.07542515244724,1.5207,0.0178,0.5046,8.02,10.77,0.2858,0.0356,0.028,0.41,0.068
Synth_460,142.48588142951644,3.121428957955713,86.64581228739459,1.1399,0.025,0.6932,4.33,10.87,0.2164,0.0499,0.037,0.471,0.079
Synth_461,303.83335997141523,3.9900369368793696,64.08605977717228,2.4307,0.0319,0.5127,9.5,14.3,0.6065,0.0638,0.0132,0.281,0.047
Synth_462,227.2332851688538,6.426767559843413,566.786366973992,1.8179,0.0514,4.5343,1.88,6.1,0.1936,0.1028,0.0413,0.498,0.083
Synth_463,134.15817656305325,3.4100666787179943,241.07912650017224,1.0733,0.0273,1.9286,2.34,6.81,0.1276,0.0546,0.0627,0.613,0.102
Synth_464,243.4799951022094,4.70458973135942,51.32165994743183,1.9478,0.0376,0.4106,7.83,17.35,0.5897,0.0753,0.0136,0.285,0.048
Synth_465,168.1653060946095,5.842555722095378,322.93569385408944,1.3453,0.0467,2.5835,1.94,7.71,0.181,0.0935,0.0442,0.515,0.086
Synth_466,151.5224986013046,5.014377786772416,391.4396398525819,1.2122,0.0401,3.1315,1.71,6.48,0.1372,0.0802,0.0583,0.591,0.099
Synth_467,138.71297120761864,5.587616569096856,385.1327792007057,1.1097,0.0447,3.0811,1.5,6.9,0.1337,0.0894,0.0599,0.599,0.1
Synth_468,317.08426368418543,3.1116266572562536,398.2058829414677,2.5367,0.0249,3.1856,4.5,5.06,0.2242,0.0498,0.0357,0.463,0.077
Synth_469,275.70396558729453,3.572965669319148,271.72702797914405,2.2056,0.0286,2.1738,4.42,6.57,0.2529,0.0572,0.0316,0.436,0.073
Synth_470,133.23570923420462,1.6211382339659617,521.2357291259093,1.0659,0.013,4.1699,2.29,3.2,0.0594,0.0259,0.1346,0.899,0.15
Synth_471,186.7564269541677,3.960546143749369,391.834402057044,1.4941,0.0317,3.1347,2.37,5.76,0.1502,0.0634,0.0533,0.565,0.094
Synth_472,250.08091118815605,3.518273237282341,79.62449025614127,2.0006,0.0281,0.637,7.47,12.04,0.4205,0.0563,0.019,0.338,0.056
Synth_473,191.167886301742,3.2321394624537696,546.2867960898491,1.5293,0.0259,4.3703,2.27,4.41,0.1176,0.0517,0.068,0.639,0.106
Synth_474,263.5603778458192,4.262121038488335,506.5034883925015,2.1085,0.0341,4.052,2.84,5.26,0.1934,0.0682,0.0414,0.498,0.083
Synth_475,197.2503029798037,2.142920934084748,152.3202712014663,1.578,0.0171,1.2186,5.46,6.8,0.1872,0.0343,0.0427,0.506,0.084
Synth_476,166.15888631853932,3.4524120105261824,195.1128428066988,1.3293,0.0276,1.5609,3.2,7.62,0.1768,0.0552,0.0452,0.521,0.087
Synth_477,157.42515679047784,4.7589769710526015,205.45095910428293,1.2594,0.0381,1.6436,2.52,8.72,0.1917,0.0761,0.0417,0.5,0.083
Synth_478,92.55749235848798,2.8685319408909797,139.4827013281765,0.7405,0.0229,1.1159,2.31,8.22,0.1062,0.0459,0.0753,0.672,0.112
Synth_479,213.30982258456405,1.6794587682444726,269.45775807453,1.7065,0.0134,2.1557,5.01,4.52,0.1347,0.0269,0.0594,0.597,0.099
Synth_480,305.371480201038,1.529076318469297,369.5202868189293,2.443,0.0122,2.9562,6.42,3.69,0.1571,0.0245,0.0509,0.553,0.092
Synth_481,267.5795655678003,3.2306163823085563,237.5677657087978,2.1406,0.0258,1.9005,4.83,6.68,0.2496,0.0517,0.032,0.439,0.073
Synth_482,250.99590723434025,4.9018286531026165,587.4012299376384,2.008,0.0392,4.6992,2.34,5.23,0.1834,0.0784,0.0436,0.512,0.085
Synth_483,227.8850947523709,4.560579817882551,414.4618905360659,1.8231,0.0365,3.3157,2.62,6.01,0.1912,0.073,0.0418,0.501,0.083
Synth_484,202.1640978247869,4.872255009681474,502.1944096672122,1.6173,0.039,4.0176,2.04,5.64,0.1593,0.078,0.0502,0.549,0.091
Synth_485,252.10724098967083,3.763288951435596,450.3610187654503,2.0169,0.0301,3.6029,3.06,5.24,0.1844,0.0602,0.0434,0.51,0.085
Synth_486,240.51060227270492,6.499794315937914,195.4701659814451,1.9241,0.052,1.5638,3.37,10.45,0.3509,0.104,0.0228,0.37,0.062
Synth_487,280.7525571224481,2.5656713811767764,137.8986112886171,2.246,0.0205,1.1032,7.46,7.82,0.3064,0.0411,0.0261,0.396,0.066
Synth_488,168.28953939023967,4.994940950795417,444.7572297907542,1.3463,0.04,3.5581,1.79,6.07,0.1427,0.0799,0.0561,0.58,0.097
Synth_489,177.7798992892234,5.466113816392443,202.9518256457441,1.4222,0.0437,1.6236,2.67,9.4,0.2334,0.0875,0.0343,0.453,0.076
Synth_490,229.6218336150465,1.7914756627670072,382.4893098647517,1.837,0.0143,3.0599,4.39,3.92,0.1257,0.0287,0.0636,0.618,0.103
Synth_491,315.08638500303164,4.493158914165425,447.16060514251694,2.5207,0.0359,3.5773,3.51,5.74,0.2527,0.0719,0.0317,0.436,0.073
Synth_492,128.45034090132512,6.300990157188785,576.236718841244,1.0276,0.0504,4.6099,1.07,5.99,0.1075,0.1008,0.0744,0.668,0.111
Synth_493,300.03763930059927,3.081424671218055,347.35052407940395,2.4003,0.0247,2.7788,4.59,5.4,0.2261,0.0493,0.0354,0.461,0.077
Synth_494,179.64899749926715,5.846250369293492,289.22484455158093,1.4372,0.0468,2.3138,2.18,8.15,0.2043,0.0935,0.0392,0.485,0.081
Synth_495,187.60856138048223,3.913300697557008,249.15928410886204,1.5009,0.0313,1.9933,3.0,7.18,0.1881,0.0626,0.0425,0.505,0.084
Synth_496,231.98838754996916,1.5367260340277251,387.8952583724784,1.8559,0.0123,3.1032,4.75,3.61,0.1168,0.0246,0.0685,0.641,0.107
Synth_497,288.78543522135146,6.1396449266787405,546.5196979484552,2.3103,0.0491,4.3722,2.49,6.07,0.2449,0.0982,0.0327,0.443,0.074
Synth_498,133.17129830488653,4.4452504631033705,524.9260898851844,1.0654,0.0356,4.1994,1.38,5.27,0.098,0.0711,0.0816,0.7,0.117
Synth_499,158.72590539795297,1.700946229905627,235.49631720401703,1.2698,0.0136,1.884,3.97,4.87,0.1079,0.0272,0.0741,0.667,0.111
Synth_500,251.03316025119923,5.044126048695189,408.0495536499486,2.0083,0.0404,3.2644,2.77,6.37,0.2233,0.0807,0.0358,0.464,0.077
Synth_501,144.14944744361665,3.000162720112051,180.6845555165552,1.1532,0.024,1.4455,3.1,7.38,0.1486,0.048,0.0538,0.568,0.095
Synth_502,93.41457657409568,5.309592657491709,289.85948788680207,0.7473,0.0425,2.3189,1.19,7.75,0.1011,0.085,0.0791,0.689,0.115
Synth_503,263.0672303655922,5.286159253270577,427.6990383804506,2.1045,0.0423,3.4216,2.77,6.37,0.234,0.0846,0.0342,0.453,0.075
Synth_504,276.0129330932939,4.771353526650724,133.49345123929288,2.2081,0.0382,1.0679,5.47,10.83,0.4175,0.0763,0.0192,0.339,0.057
Synth_505,269.597996158565,1.5929922789207789,74.7362644628559,2.1568,0.0127,0.5979,12.35,8.36,0.3149,0.0255,0.0254,0.39,0.065
Synth_506,73.45433153638686,3.796138081060692,263.53743654755124,0.5876,0.0304,2.1083,1.16,6.88,0.0705,0.0607,0.1134,0.825,0.137
Synth_507,205.9273919948969,6.042275469776767,453.1257167645737,1.6474,0.0483,3.625,1.97,6.62,0.1902,0.0967,0.0421,0.502,0.084
Synth_508,97.58634282764518,4.071891242254827,426.3797254203656,0.7807,0.0326,3.411,1.17,5.6,0.0763,0.0652,0.1049,0.793,0.132
Synth_509,168.2205075905793,2.6930059212090964,397.0672705453867,1.3458,0.0215,3.1765,2.57,4.72,0.1108,0.0431,0.0722,0.658,0.11
Synth_510,191.01116169846145,3.0732045718065644,469.3358181813531,1.5281,0.0246,3.7547,2.51,4.64,0.1237,0.0492,0.0647,0.623,0.104
Synth_511,274.3637266206646,2.192355876860357,401.0795093921632,2.1949,0.0175,3.2086,4.63,4.24,0.1623,0.0351,0.0493,0.544,0.091
Synth_512,261.8181010767893,4.523285083999058,455.3392277645146,2.0945,0.0362,3.6427,2.88,5.71,0.2088,0.0724,0.0383,0.48,0.08
Synth_513,276.9064856925038,1.7857099721899998,478.9565373015926,2.2153,0.0143,3.8317,4.73,3.5,0.1353,0.0286,0.0591,0.596,0.099
Synth_514,252.06376542680863,2.659892742375467,265.3902608035455,2.0165,0.0213,2.1231,4.74,5.74,0.2019,0.0426,0.0396,0.488,0.081
Synth_515,194.0870097151667,5.257986045675431,594.0906234375641,1.5527,0.0421,4.7527,1.74,5.39,0.1461,0.0841,0.0548,0.573,0.096
Synth_516,177.06717465557216,4.703891561820589,485.28181846475104,1.4165,0.0376,3.8823,1.85,5.64,0.1395,0.0753,0.0574,0.587,0.098
Synth_517,319.4803455855839,3.347279541435677,538.8085549218703,2.5558,0.0268,4.3105,3.76,4.52,0.2014,0.0536,0.0397,0.488,0.081
Synth_518,279.08754806063524,3.228527895298143,229.7269626680199,2.2327,0.0258,1.8378,5.12,6.79,0.2647,0.0517,0.0302,0.426,0.071
Synth_519,87.93678093483658,3.804801556769611,248.81486680385305,0.7035,0.0304,1.9905,1.43,7.09,0.087,0.0609,0.092,0.743,0.124
Synth_520,162.98590998001433,2.8373270660035903,254.4860298611537,1.3039,0.0227,2.0359,3.03,6.05,0.1377,0.0454,0.0581,0.59,0.098
Synth_521,280.0781386017452,4.325648281428642,473.0381481277736,2.2406,0.0346,3.7843,3.1,5.48,0.2143,0.0692,0.0373,0.473,0.079
Synth_522,160.61230294827988,2.214398893702208,409.9928852552836,1.2849,0.0177,3.2799,2.67,4.21,0.0944,0.0354,0.0847,0.713,0.119
Synth_523,280.4892657741088,3.211634689937142,154.73691566497138,2.2439,0.0257,1.2379,6.29,8.25,0.3233,0.0514,0.0247,0.385,0.064
Synth_524,310.52125944817834,3.8260805533485542,424.1837981732018,2.4842,0.0306,3.3935,3.85,5.44,0.2359,0.0612,0.0339,0.451,0.075
Synth_525,253.4556513289453,5.058995364015521,548.6791076252587,2.0276,0.0405,4.3894,2.41,5.5,0.1947,0.0809,0.0411,0.497,0.083
Synth_526,314.3735512648801,4.021922229981755,248.5217747616576,2.515,0.0322,1.9882,4.97,7.29,0.3199,0.0644,0.025,0.387,0.065
Synth_527,300.8866823887888,1.5530464358046756,404.939089919137,2.4071,0.0124,3.2395,6.0,3.55,0.1491,0.0248,0.0537,0.567,0.095
Synth_528,178.68738555948903,4.024722650930592,371.411437266354,1.4295,0.0322,2.9713,2.31,5.96,0.1488,0.0644,0.0538,0.568,0.095
Synth_529,261.4842721121985,5.699878149955818,69.90327673183154,2.0919,0.0456,0.5592,6.55,16.36,0.5973,0.0912,0.0134,0.283,0.047
Synth_530,216.12443794619145,3.830749370090631,288.0914634757527,1.729,0.0306,2.3047,3.25,6.61,0.1994,0.0613,0.0401,0.491,0.082
Synth_531,193.55012269094576,6.337330566165451,512.3413676996292,1.5484,0.0507,4.0987,1.7,6.37,0.1722,0.1014,0.0465,0.528,0.088
Synth_532,220.036232490708,2.6540884193055434,412.5319378262507,1.7603,0.0212,3.3003,3.32,4.6,0.1412,0.0425,0.0567,0.583,0.097
Synth_533,135.1182137800735,5.3146028643223815,581.3674695437347,1.0809,0.0425,4.6509,1.22,5.48,0.1034,0.085,0.0774,0.681,0.114
Synth_534,207.94864565073595,3.6124179702151,427.7707287660422,1.6636,0.0289,3.4222,2.64,5.27,0.1529,0.0578,0.0523,0.56,0.093
Synth_535,94.16949122919377,5.448165863279374,278.3995686974553,0.7534,0.0436,2.2272,1.21,8.02,0.1054,0.0872,0.0759,0.675,0.112
Synth_536,227.63587097113705,5.602637983059864,128.94757765721073,1.8211,0.0448,1.0316,4.23,11.94,0.3796,0.0896,0.0211,0.356,0.059
Synth_537,181.94213571476268,2.808433641861376,410.3868799037382,1.4555,0.0225,3.2831,2.68,4.74,0.1204,0.0449,0.0664,0.631,0.105
Synth_538,168.4882242927235,5.879607078173307,319.78777499904584,1.3479,0.047,2.5583,1.94,7.77,0.1828,0.0941,0.0438,0.512,0.085
Synth_539,192.1038485099671,5.628135027288536,426.5369170575971,1.5368,0.045,3.4123,1.96,6.58,0.1765,0.0901,0.0453,0.521,0.087
Synth_540,281.7947990164414,2.4742311876853216,315.1516222439052,2.2544,0.0198,2.5212,5.05,5.08,0.1997,0.0396,0.0401,0.49,0.082
Synth_541,210.87357274634363,5.208699975512818,221.95987469407703,1.687,0.0417,1.7757,3.1,8.78,0.2584,0.0833,0.031,0.431,0.072
Synth_542,89.4978606726107,6.4386137382179065,334.9962556737729,0.716,0.0515,2.68,0.96,7.94,0.0993,0.103,0.0806,0.695,0.116
Synth_543,92.73500076728432,4.662860746009281,511.37309505963,0.7419,0.0373,4.091,0.95,5.47,0.0708,0.0746,0.1129,0.823,0.137
Synth_544,169.98020069761458,6.013008930605191,370.1020152113179,1.3598,0.0481,2.9608,1.8,7.3,0.1733,0.0962,0.0462,0.526,0.088
Synth_545,257.0720952814622,2.663287289821863,285.30956385509035,2.0566,0.0213,2.2825,4.66,5.54,0.1987,0.0426,0.0403,0.491,0.082
Synth_546,258.37324149880044,2.081929794702385,585.1300359823026,2.067,0.0167,4.681,3.7,3.42,0.1233,0.0333,0.0649,0.624,0.104
Synth_547,150.16603932497344,3.2200803154177957,217.49680275257117,1.2013,0.0258,1.74,2.84,6.97,0.1462,0.0515,0.0547,0.573,0.096
Synth_548,93.32698702043062,3.5169709125625905,511.5210986089137,0.7466,0.0281,4.0922,1.1,4.75,0.0619,0.0563,0.1292,0.881,0.147
Synth_549,165.72804968113587,3.489065923174407,96.4425677483441,1.3258,0.0279,0.7715,4.52,10.9,0.2522,0.0558,0.0317,0.436,0.073
Synth_550,181.35210807030217,6.078572187120871,248.3811715377125,1.4508,0.0486,1.987,2.33,8.96,0.227,0.0973,0.0352,0.46,0.077
Synth_551,306.6115408017149,2.089355944852861,470.2372006893957,2.4529,0.0167,3.7619,4.89,3.82,0.1635,0.0334,0.0489,0.542,0.09
